txn_id,ts,customer_id,channel,amount_inr,beneficiary_id,beneficiary_added_ts
txn_000866,2026-06-18T05:03:48.441798+05:30,cust_0069,UPI,4912.55,ben_88192778,2026-02-24T23:59:59+05:30
txn_000867,2026-06-18T05:04:52.155496+05:30,cust_0256,IMPS,102688.29,ben_99507088,2025-07-08T23:59:59+05:30
txn_000868,2026-06-18T05:23:57.157097+05:30,cust_0210,UPI,3638.29,ben_52294252,2025-05-10T23:59:59+05:30
txn_000869,2026-06-18T06:09:09.814430+05:30,cust_0355,UPI,4272.48,ben_34421291,2026-05-10T23:59:59+05:30
txn_000870,2026-06-18T06:24:25.406969+05:30,cust_0494,UPI,4928.74,ben_14229355,2025-08-29T23:59:59+05:30
txn_000871,2026-06-18T06:30:41.711398+05:30,cust_0300,RTGS,3716210.6,ben_47070385,2025-07-07T23:59:59+05:30
txn_000872,2026-06-18T06:35:00.448744+05:30,cust_0125,IMPS,52908.81,ben_32700046,2026-02-04T23:59:59+05:30
txn_000873,2026-06-18T06:36:07.237537+05:30,cust_0408,RTGS,993062.81,ben_57762626,2025-08-25T23:59:59+05:30
txn_000874,2026-06-18T06:40:51.971245+05:30,cust_0266,IMPS,138381.75,ben_10944164,2026-02-09T23:59:59+05:30
txn_000875,2026-06-18T06:50:55.293312+05:30,cust_0440,UPI,458.17,ben_88868041,2025-08-21T23:59:59+05:30
txn_000876,2026-06-18T07:03:16.190421+05:30,cust_0028,UPI,2830.99,ben_33797058,2025-09-22T23:59:59+05:30
txn_000877,2026-06-18T07:05:12.059171+05:30,cust_0321,UPI,4548.07,ben_52446144,2026-03-06T23:59:59+05:30
txn_000878,2026-06-18T07:10:37.868549+05:30,cust_0259,UPI,2511.75,ben_17536264,2025-11-08T23:59:59+05:30
txn_000879,2026-06-18T07:19:26.357098+05:30,cust_0461,UPI,2973.61,ben_34533023,2025-08-21T23:59:59+05:30
txn_000880,2026-06-18T07:48:03.654549+05:30,cust_0079,IMPS,97849.56,ben_33324707,2026-04-04T23:59:59+05:30
txn_000881,2026-06-18T07:54:49.161806+05:30,cust_0043,IMPS,68396.44,ben_60508018,2025-08-20T23:59:59+05:30
txn_000882,2026-06-18T07:56:51.221247+05:30,cust_0412,UPI,4209.9,ben_64054739,2025-10-21T23:59:59+05:30
txn_000883,2026-06-18T08:00:04.560829+05:30,cust_0040,UPI,3338.3,ben_76816995,2026-03-02T23:59:59+05:30
txn_000884,2026-06-18T08:20:28.887314+05:30,cust_0314,UPI,4924.67,ben_07066901,2026-02-25T23:59:59+05:30
txn_000885,2026-06-18T08:26:36.165635+05:30,cust_0413,IMPS,109174.87,ben_13186604,2025-07-04T23:59:59+05:30
txn_000886,2026-06-18T08:31:09.470845+05:30,cust_0391,IMPS,2661.8,ben_59229127,2026-04-19T23:59:59+05:30
txn_000887,2026-06-18T08:32:00.893914+05:30,cust_0436,NEFT,277157.34,ben_26379412,2025-05-20T23:59:59+05:30
txn_000888,2026-06-18T08:49:29.239774+05:30,cust_0017,IMPS,150471.66,ben_57865436,2025-10-27T23:59:59+05:30
txn_000889,2026-06-18T08:52:10.579355+05:30,cust_0125,UPI,4558.6,ben_33962746,2025-06-15T23:59:59+05:30
txn_000890,2026-06-18T09:12:11.061247+05:30,cust_0252,NEFT,895755.27,ben_17162042,2026-03-21T23:59:59+05:30
txn_000891,2026-06-18T09:13:46.212772+05:30,cust_0371,UPI,730.85,ben_52289890,2025-06-15T23:59:59+05:30
txn_000892,2026-06-18T09:31:35.061650+05:30,cust_0079,NEFT,784574.7,ben_04322302,2025-12-17T23:59:59+05:30
txn_000893,2026-06-18T09:58:50.987601+05:30,cust_0213,UPI,3293.25,ben_29691433,2025-10-11T23:59:59+05:30
txn_000894,2026-06-18T10:13:45.252387+05:30,cust_0175,UPI,3798.59,ben_52595332,2026-02-22T23:59:59+05:30
txn_000895,2026-06-18T10:14:46.466557+05:30,cust_0118,IMPS,142959.63,ben_13971912,2025-06-14T23:59:59+05:30
txn_000896,2026-06-18T10:19:25.047799+05:30,cust_0330,UPI,1936.93,ben_35434685,2026-01-21T23:59:59+05:30
txn_000897,2026-06-18T10:27:57.035391+05:30,cust_0223,NEFT,50045.51,ben_58333647,2026-03-10T23:59:59+05:30
txn_000898,2026-06-18T10:32:55.742912+05:30,cust_0053,UPI,2450.37,ben_64236428,2025-12-31T23:59:59+05:30
txn_000899,2026-06-18T11:23:28.275405+05:30,cust_0122,NEFT,309258.81,ben_22481554,2025-09-16T23:59:59+05:30
txn_000900,2026-06-18T11:24:17.684112+05:30,cust_0250,UPI,1975.85,ben_88693205,2025-10-18T23:59:59+05:30
txn_000901,2026-06-18T11:59:35.524792+05:30,cust_0314,UPI,1256.06,ben_82689334,2025-06-22T23:59:59+05:30
txn_000902,2026-06-18T12:03:28.016864+05:30,cust_0048,RTGS,3912999.56,ben_86013477,2025-07-31T23:59:59+05:30
txn_000903,2026-06-18T12:06:14.667782+05:30,cust_0421,UPI,416.51,ben_78887656,2025-10-01T23:59:59+05:30
txn_000904,2026-06-18T12:11:23.576452+05:30,cust_0441,UPI,4568.46,ben_36252602,2025-09-06T23:59:59+05:30
txn_000905,2026-06-18T12:43:47.326697+05:30,cust_0432,IMPS,107066.14,ben_74168557,2026-04-17T23:59:59+05:30
txn_000906,2026-06-18T12:45:33.888195+05:30,cust_0474,UPI,4657.21,ben_32517904,2025-12-11T23:59:59+05:30
txn_000907,2026-06-18T13:08:15.279377+05:30,cust_0239,UPI,1445.88,ben_97422354,2025-05-09T23:59:59+05:30
txn_000908,2026-06-18T13:17:16.835666+05:30,cust_0387,NEFT,673626.87,ben_52141070,2025-05-27T23:59:59+05:30
txn_000909,2026-06-18T13:19:56.136677+05:30,cust_0182,IMPS,147154.51,ben_50063553,2025-06-06T23:59:59+05:30
txn_000910,2026-06-18T13:24:23.873408+05:30,cust_0421,NEFT,666065.44,ben_22901138,2025-05-30T23:59:59+05:30
txn_000911,2026-06-18T13:24:52.579510+05:30,cust_0461,IMPS,46199.72,ben_34533023,2025-08-21T23:59:59+05:30
txn_000912,2026-06-18T13:30:33.039457+05:30,cust_0013,UPI,1241.23,ben_49411631,2025-06-01T23:59:59+05:30
txn_000913,2026-06-18T13:41:17.441714+05:30,cust_0252,UPI,1828.99,ben_73202227,2025-07-04T23:59:59+05:30
txn_000914,2026-06-18T13:45:01.915929+05:30,cust_0230,UPI,3690.07,ben_08844740,2025-05-22T23:59:59+05:30
txn_000915,2026-06-18T13:53:52.939537+05:30,cust_0438,UPI,329.92,ben_38819376,2025-12-18T23:59:59+05:30
txn_000916,2026-06-18T13:53:59.224586+05:30,cust_0425,UPI,4775.0,ben_89630093,2025-07-20T23:59:59+05:30
txn_000917,2026-06-18T13:57:04.047678+05:30,cust_0258,UPI,623.64,ben_37631774,2025-08-04T23:59:59+05:30
txn_000918,2026-06-18T14:06:18.883886+05:30,cust_0166,UPI,313.82,ben_17469029,2025-08-21T23:59:59+05:30
txn_000919,2026-06-18T14:07:14.839971+05:30,cust_0041,UPI,1229.75,ben_87182749,2025-09-23T23:59:59+05:30
txn_000920,2026-06-18T14:28:39.603016+05:30,cust_0210,NEFT,318279.37,ben_52294252,2025-05-10T23:59:59+05:30
txn_000921,2026-06-18T14:50:40.633775+05:30,cust_0312,UPI,1957.07,ben_76755398,2025-06-27T23:59:59+05:30
txn_000922,2026-06-18T14:59:52.239119+05:30,cust_0349,IMPS,174809.18,ben_97190000,2025-10-01T23:59:59+05:30
txn_000923,2026-06-18T15:00:19.975464+05:30,cust_0004,RTGS,9471678.85,ben_97768893,2025-11-17T23:59:59+05:30
txn_000924,2026-06-18T15:01:23.728032+05:30,cust_0363,IMPS,174414.8,ben_77711842,2025-05-30T23:59:59+05:30
txn_000925,2026-06-18T15:06:52.879172+05:30,cust_0330,UPI,1568.25,ben_35434685,2026-01-21T23:59:59+05:30
txn_000926,2026-06-18T15:30:31.157776+05:30,cust_0407,UPI,4858.82,ben_03656203,2025-10-20T23:59:59+05:30
txn_000927,2026-06-18T15:30:40.739391+05:30,cust_0407,UPI,2649.89,ben_12335761,2026-03-27T23:59:59+05:30
txn_000928,2026-06-18T15:31:44.450182+05:30,cust_0374,IMPS,198852.89,ben_93011250,2025-07-10T23:59:59+05:30
txn_000929,2026-06-18T15:33:28.168597+05:30,cust_0215,IMPS,98994.48,ben_59582819,2026-03-14T23:59:59+05:30
txn_000930,2026-06-18T15:40:45.405271+05:30,cust_0056,UPI,1209.75,ben_67753726,2025-11-08T23:59:59+05:30
txn_000931,2026-06-18T15:56:57.338078+05:30,cust_0426,UPI,2528.21,ben_15972242,2025-12-05T23:59:59+05:30
txn_000932,2026-06-18T16:07:02.287554+05:30,cust_0343,NEFT,332409.46,ben_57599408,2025-07-02T23:59:59+05:30
txn_000933,2026-06-18T16:19:35.740264+05:30,cust_0010,IMPS,81272.62,ben_35237360,2026-01-12T23:59:59+05:30
txn_000934,2026-06-18T16:21:21.598318+05:30,cust_0444,IMPS,124518.51,ben_76006434,2025-12-11T23:59:59+05:30
txn_000935,2026-06-18T16:35:32.196102+05:30,cust_0002,UPI,4269.66,ben_53470574,2026-03-04T23:59:59+05:30
txn_000936,2026-06-18T16:47:40.484209+05:30,cust_0480,UPI,3548.1,ben_86539276,2026-01-24T23:59:59+05:30
txn_000937,2026-06-18T16:50:45.419855+05:30,cust_0207,IMPS,24392.67,ben_49378467,2026-02-15T23:59:59+05:30
txn_000938,2026-06-18T16:54:10.547414+05:30,cust_0175,UPI,880.35,ben_32366185,2025-08-13T23:59:59+05:30
txn_000939,2026-06-18T17:04:08.350088+05:30,cust_0434,IMPS,74150.85,ben_01759001,2025-05-14T23:59:59+05:30
txn_000940,2026-06-18T17:08:36.132965+05:30,cust_0381,UPI,943.19,ben_90693196,2026-05-06T23:59:59+05:30
txn_000941,2026-06-18T17:30:28.421938+05:30,cust_0487,IMPS,126256.84,ben_73793957,2025-09-13T23:59:59+05:30
txn_000942,2026-06-18T17:30:59.040029+05:30,cust_0212,NEFT,762211.28,ben_33183611,2025-08-14T23:59:59+05:30
txn_000943,2026-06-18T17:39:31.969605+05:30,cust_0152,NEFT,892890.28,ben_71152610,2026-03-15T23:59:59+05:30
txn_000944,2026-06-18T17:51:06.079237+05:30,cust_0444,UPI,2215.8,ben_59731730,2026-04-07T23:59:59+05:30
txn_000945,2026-06-18T18:25:00.407595+05:30,cust_0119,RTGS,8417165.66,ben_33930493,2025-06-26T23:59:59+05:30
txn_000946,2026-06-18T18:48:00.292836+05:30,cust_0153,UPI,421.6,ben_89365294,2025-10-05T23:59:59+05:30
txn_000947,2026-06-18T19:04:38.971557+05:30,cust_0227,UPI,4454.06,ben_22113869,2026-01-26T23:59:59+05:30
txn_000948,2026-06-18T19:10:27.559757+05:30,cust_0370,UPI,3891.58,ben_67187762,2025-09-25T23:59:59+05:30
txn_000949,2026-06-18T19:14:14.072809+05:30,cust_0393,NEFT,690564.08,ben_73563163,2025-11-08T23:59:59+05:30
txn_000950,2026-06-18T19:20:34.005694+05:30,cust_0112,UPI,336.53,ben_28123123,2026-01-20T23:59:59+05:30
txn_000951,2026-06-18T19:25:10.127254+05:30,cust_0219,NEFT,883696.77,ben_56639792,2025-05-12T23:59:59+05:30
txn_000952,2026-06-18T19:26:54.130677+05:30,cust_0162,IMPS,16317.64,ben_20711523,2026-04-22T23:59:59+05:30
txn_000953,2026-06-18T19:34:47.829431+05:30,cust_0053,IMPS,77127.39,ben_11142817,2025-10-03T23:59:59+05:30
txn_000954,2026-06-18T19:46:52.218233+05:30,cust_0445,UPI,944.42,ben_15605427,2025-08-11T23:59:59+05:30
txn_000955,2026-06-18T20:03:11.913033+05:30,cust_0444,UPI,2390.09,ben_68418767,2025-07-31T23:59:59+05:30
txn_000956,2026-06-18T20:13:41.406345+05:30,cust_0150,IMPS,194166.34,ben_17045421,2026-01-07T23:59:59+05:30
txn_000957,2026-06-18T20:22:13.557883+05:30,cust_0051,IMPS,156875.06,ben_36970931,2026-04-01T23:59:59+05:30
txn_000958,2026-06-18T20:25:12.115168+05:30,cust_0471,IMPS,141353.21,ben_51589041,2025-12-18T23:59:59+05:30
txn_000959,2026-06-18T20:25:41.444919+05:30,cust_0029,UPI,2036.45,ben_40388436,2025-05-25T23:59:59+05:30
txn_000960,2026-06-18T20:37:12.191113+05:30,cust_0331,UPI,2409.53,ben_30737260,2026-02-15T23:59:59+05:30
txn_000961,2026-06-18T20:40:31.279232+05:30,cust_0452,UPI,86.07,ben_50152697,2025-11-17T23:59:59+05:30
txn_000962,2026-06-18T20:45:20.414583+05:30,cust_0305,UPI,2207.96,ben_51247640,2025-10-28T23:59:59+05:30
txn_000963,2026-06-18T21:19:13.791331+05:30,cust_0349,UPI,3475.77,ben_29561622,2025-09-22T23:59:59+05:30
txn_000964,2026-06-18T21:21:38.998198+05:30,cust_0394,UPI,1788.25,ben_99906820,2026-01-15T23:59:59+05:30
txn_000965,2026-06-18T21:23:55.855782+05:30,cust_0248,UPI,2960.48,ben_09723602,2025-12-22T23:59:59+05:30
txn_000966,2026-06-18T21:33:47.359809+05:30,cust_0205,IMPS,190913.85,ben_98816498,2025-12-05T23:59:59+05:30
txn_000967,2026-06-18T21:41:27.328430+05:30,cust_0204,IMPS,144283.73,ben_94179967,2025-10-10T23:59:59+05:30
txn_000968,2026-06-18T22:02:24.134927+05:30,cust_0135,NEFT,223468.2,ben_11929207,2026-02-26T23:59:59+05:30
txn_000969,2026-06-18T22:05:55.388848+05:30,cust_0034,NEFT,269575.58,ben_57039438,2025-12-02T23:59:59+05:30
txn_000970,2026-06-18T22:11:28.965798+05:30,cust_0225,UPI,1494.23,ben_11890034,2026-01-31T23:59:59+05:30
txn_000971,2026-06-18T22:12:52.493487+05:30,cust_0295,UPI,878.2,ben_22441339,2025-10-04T23:59:59+05:30
txn_000972,2026-06-18T22:37:47.262598+05:30,cust_0311,IMPS,146113.41,ben_89022379,2026-01-24T23:59:59+05:30
txn_000973,2026-06-18T22:46:51.098260+05:30,cust_0478,UPI,4033.13,ben_17737594,2025-10-12T23:59:59+05:30
txn_000974,2026-06-18T22:51:15.210936+05:30,cust_0248,RTGS,4756201.82,ben_44654677,2026-03-18T23:59:59+05:30
txn_000975,2026-06-18T23:03:36.014105+05:30,cust_0110,UPI,4065.43,ben_54859655,2026-03-13T23:59:59+05:30
txn_000976,2026-06-18T23:10:59.547138+05:30,cust_0438,UPI,3143.68,ben_33540112,2025-10-30T23:59:59+05:30
txn_000977,2026-06-18T23:27:39.213995+05:30,cust_0018,NEFT,829481.99,ben_49269326,2025-06-21T23:59:59+05:30
txn_000978,2026-06-18T23:29:30.702973+05:30,cust_0252,IMPS,85333.85,ben_73202227,2025-07-04T23:59:59+05:30
txn_000979,2026-06-18T23:34:20.882579+05:30,cust_0486,IMPS,44972.64,ben_40980587,2025-08-08T23:59:59+05:30
txn_000980,2026-06-18T23:46:12.236469+05:30,cust_0138,IMPS,144228.14,ben_01124115,2026-01-26T23:59:59+05:30
txn_000981,2026-06-18T23:46:57.077374+05:30,cust_0471,IMPS,147432.2,ben_82805166,2026-03-07T23:59:59+05:30
txn_000982,2026-06-18T23:57:53.489091+05:30,cust_0399,UPI,4925.47,ben_53989137,2026-01-25T23:59:59+05:30
txn_000983,2026-06-19T00:04:22.955729+05:30,cust_0456,UPI,1522.87,ben_87296571,2025-06-07T23:59:59+05:30
txn_000984,2026-06-19T00:10:11.147763+05:30,cust_0415,UPI,4217.22,ben_99098412,2025-07-03T23:59:59+05:30
txn_000985,2026-06-19T00:12:21.641513+05:30,cust_0114,UPI,435.24,ben_52229993,2026-04-21T23:59:59+05:30
txn_000986,2026-06-19T00:18:54.628931+05:30,cust_0275,NEFT,477179.05,ben_70170926,2025-07-11T23:59:59+05:30
txn_000987,2026-06-19T00:20:28.184556+05:30,cust_0282,UPI,4595.27,ben_30491341,2026-03-12T23:59:59+05:30
txn_000988,2026-06-19T00:27:37.663935+05:30,cust_0304,UPI,916.36,ben_60586794,2025-06-30T23:59:59+05:30
txn_000989,2026-06-19T00:38:10.642081+05:30,cust_0472,UPI,3871.81,ben_78844790,2026-03-03T23:59:59+05:30
txn_000990,2026-06-19T00:45:46.442299+05:30,cust_0260,IMPS,50671.78,ben_20961730,2025-07-28T23:59:59+05:30
txn_000991,2026-06-19T00:54:09.247999+05:30,cust_0066,UPI,2470.47,ben_37440394,2025-07-03T23:59:59+05:30
txn_000992,2026-06-19T01:01:57.958803+05:30,cust_0319,UPI,2799.4,ben_16170502,2025-12-03T23:59:59+05:30
txn_000993,2026-06-19T01:12:32.706111+05:30,cust_0479,UPI,2562.18,ben_66536197,2025-12-06T23:59:59+05:30
txn_000994,2026-06-19T01:18:38.338582+05:30,cust_0197,UPI,4063.99,ben_21548158,2025-12-07T23:59:59+05:30
txn_000995,2026-06-19T01:19:48.776044+05:30,cust_0337,UPI,981.28,ben_32154013,2025-07-30T23:59:59+05:30
txn_000996,2026-06-19T01:26:10.547871+05:30,cust_0405,IMPS,2695.48,ben_45056693,2026-02-08T23:59:59+05:30
txn_000997,2026-06-19T01:27:58.266356+05:30,cust_0276,IMPS,53556.91,ben_29682448,2025-05-30T23:59:59+05:30
txn_000998,2026-06-19T01:49:18.470126+05:30,cust_0429,UPI,3067.61,ben_17755129,2025-05-11T23:59:59+05:30
txn_000999,2026-06-19T01:49:35.549740+05:30,cust_0112,NEFT,503962.11,ben_28123123,2026-01-20T23:59:59+05:30
txn_001000,2026-06-19T01:55:27.171637+05:30,cust_0258,UPI,1826.72,ben_12907596,2025-11-01T23:59:59+05:30
txn_001001,2026-06-19T02:08:46.276166+05:30,cust_0417,UPI,2917.72,ben_09659845,2025-11-26T23:59:59+05:30
txn_001002,2026-06-19T02:12:21.979382+05:30,cust_0499,UPI,4717.95,ben_17761350,2025-05-23T23:59:59+05:30
txn_001003,2026-06-19T02:24:40.831126+05:30,cust_0476,NEFT,56933.86,ben_06032675,2025-11-25T23:59:59+05:30
txn_001004,2026-06-19T02:25:09.670949+05:30,cust_0438,IMPS,128054.09,ben_62201483,2025-07-03T23:59:59+05:30
txn_001005,2026-06-19T02:25:53.858195+05:30,cust_0165,NEFT,925839.46,ben_75213530,2025-09-24T23:59:59+05:30
txn_001006,2026-06-19T02:32:29.920388+05:30,cust_0489,IMPS,182001.6,ben_28741627,2026-01-15T23:59:59+05:30
txn_001007,2026-06-19T03:00:55.889868+05:30,cust_0059,UPI,4308.75,ben_41283337,2026-01-09T23:59:59+05:30
txn_001008,2026-06-19T03:13:35.577008+05:30,cust_0049,UPI,3287.48,ben_63090015,2025-12-01T23:59:59+05:30
txn_001009,2026-06-19T03:19:07.006286+05:30,cust_0048,UPI,2054.17,ben_14188421,2025-08-31T23:59:59+05:30
txn_001010,2026-06-19T03:32:35.583623+05:30,cust_0406,UPI,4874.61,ben_95193048,2025-10-24T23:59:59+05:30
txn_001011,2026-06-19T03:34:48.280100+05:30,cust_0153,UPI,2333.25,ben_47161982,2026-04-26T23:59:59+05:30
txn_001012,2026-06-19T03:35:06.319825+05:30,cust_0274,UPI,4246.77,ben_84302178,2025-12-23T23:59:59+05:30
txn_001013,2026-06-19T03:43:53.771011+05:30,cust_0110,UPI,4234.32,ben_54859655,2026-03-13T23:59:59+05:30
txn_001014,2026-06-19T03:45:43.359361+05:30,cust_0154,UPI,3477.78,ben_64860673,2026-01-19T23:59:59+05:30
txn_001015,2026-06-19T03:46:52.736020+05:30,cust_0233,UPI,354.67,ben_00998433,2025-05-12T23:59:59+05:30
txn_001016,2026-06-19T04:05:00.692788+05:30,cust_0046,IMPS,188629.98,ben_88914444,2025-06-24T23:59:59+05:30
txn_001017,2026-06-19T04:09:28.674675+05:30,cust_0075,UPI,3823.39,ben_97543734,2026-04-14T23:59:59+05:30
txn_001018,2026-06-19T04:32:15.245197+05:30,cust_0286,IMPS,67996.23,ben_91708517,2025-06-01T23:59:59+05:30
txn_001019,2026-06-19T04:32:46.139481+05:30,cust_0375,UPI,2909.26,ben_68735445,2025-12-25T23:59:59+05:30
txn_001020,2026-06-19T05:01:26.588548+05:30,cust_0161,UPI,3963.98,ben_99642603,2026-04-07T23:59:59+05:30
txn_001021,2026-06-19T05:12:00.716015+05:30,cust_0205,NEFT,522765.51,ben_98816498,2025-12-05T23:59:59+05:30
txn_001022,2026-06-19T05:14:42.097745+05:30,cust_0328,IMPS,77482.45,ben_23428644,2026-05-10T23:59:59+05:30
txn_001023,2026-06-19T05:29:18.469741+05:30,cust_0340,NEFT,717548.15,ben_24087100,2025-10-14T23:59:59+05:30
txn_001024,2026-06-19T05:29:35.301975+05:30,cust_0167,IMPS,107060.99,ben_50494440,2025-06-28T23:59:59+05:30
txn_001025,2026-06-19T05:37:12.413998+05:30,cust_0210,IMPS,74272.09,ben_83958558,2025-12-28T23:59:59+05:30
txn_001026,2026-06-19T05:47:55.431434+05:30,cust_0340,IMPS,84832.05,ben_24087100,2025-10-14T23:59:59+05:30
txn_001027,2026-06-19T05:49:17.944428+05:30,cust_0428,UPI,4871.25,ben_67285021,2025-12-01T23:59:59+05:30
txn_001028,2026-06-19T05:53:48.661930+05:30,cust_0414,NEFT,6809.42,ben_13135183,2025-09-15T23:59:59+05:30
txn_001029,2026-06-19T06:11:20.325108+05:30,cust_0461,UPI,1419.6,ben_64122474,2025-12-23T23:59:59+05:30
txn_001030,2026-06-19T06:22:28.559362+05:30,cust_0471,NEFT,619393.4,ben_62252756,2025-05-09T23:59:59+05:30
txn_001031,2026-06-19T06:27:51.073984+05:30,cust_0221,UPI,4987.3,ben_71893953,2025-12-25T23:59:59+05:30
txn_001032,2026-06-19T06:34:50.475047+05:30,cust_0082,UPI,384.65,ben_50000001,2026-04-16T23:59:59+05:30
txn_001033,2026-06-19T06:38:02.118567+05:30,cust_0470,IMPS,45777.56,ben_89735189,2025-07-05T23:59:59+05:30
txn_001034,2026-06-19T06:46:56.107434+05:30,cust_0139,IMPS,166614.85,ben_82312995,2025-10-29T23:59:59+05:30
txn_001035,2026-06-19T06:50:57.497899+05:30,cust_0097,UPI,1084.68,ben_80941491,2025-10-02T23:59:59+05:30
txn_001036,2026-06-19T06:51:44.954990+05:30,cust_0459,UPI,4074.41,ben_50032990,2025-11-28T23:59:59+05:30
txn_001037,2026-06-19T06:56:48.128941+05:30,cust_0339,IMPS,67981.08,ben_55842271,2026-05-05T23:59:59+05:30
txn_001038,2026-06-19T06:57:36.595242+05:30,cust_0079,NEFT,955615.37,ben_55782019,2026-02-14T23:59:59+05:30
txn_001039,2026-06-19T07:19:47.422678+05:30,cust_0162,IMPS,143556.38,ben_80236219,2026-04-10T23:59:59+05:30
txn_001040,2026-06-19T07:21:09.592128+05:30,cust_0376,UPI,2572.66,ben_86583483,2025-07-27T23:59:59+05:30
txn_001041,2026-06-19T07:21:51.467690+05:30,cust_0240,UPI,2781.94,ben_41119738,2026-03-06T23:59:59+05:30
txn_001042,2026-06-19T07:33:44.604607+05:30,cust_0283,UPI,495.62,ben_07966186,2026-03-17T23:59:59+05:30
txn_001043,2026-06-19T07:34:31.226573+05:30,cust_0091,IMPS,165701.05,ben_66608112,2026-03-31T23:59:59+05:30
txn_001044,2026-06-19T07:37:38.885629+05:30,cust_0447,NEFT,521193.46,ben_77927110,2025-11-23T23:59:59+05:30
txn_001045,2026-06-19T07:40:41.081073+05:30,cust_0436,IMPS,115801.73,ben_26379412,2025-05-20T23:59:59+05:30
txn_001046,2026-06-19T07:44:03.420765+05:30,cust_0342,UPI,1061.61,ben_95281447,2025-09-09T23:59:59+05:30
txn_001047,2026-06-19T07:44:30.657409+05:30,cust_0461,IMPS,51989.53,ben_34533023,2025-08-21T23:59:59+05:30
txn_001048,2026-06-19T07:48:56.558624+05:30,cust_0080,IMPS,117201.75,ben_48889957,2025-10-01T23:59:59+05:30
txn_001049,2026-06-19T07:59:02.396278+05:30,cust_0120,UPI,3879.09,ben_13712436,2026-05-03T23:59:59+05:30
txn_001050,2026-06-19T08:02:19.057482+05:30,cust_0311,UPI,3338.34,ben_24265594,2026-01-13T23:59:59+05:30
txn_001051,2026-06-19T08:02:20.611756+05:30,cust_0061,UPI,1126.8,ben_02455910,2025-07-25T23:59:59+05:30
txn_001052,2026-06-19T08:29:29.918350+05:30,cust_0367,IMPS,196985.58,ben_92724000,2025-08-17T23:59:59+05:30
txn_001053,2026-06-19T08:34:00.402503+05:30,cust_0295,UPI,4219.49,ben_53157905,2026-04-27T23:59:59+05:30
txn_001054,2026-06-19T08:46:49.913860+05:30,cust_0240,IMPS,81553.19,ben_41119738,2026-03-06T23:59:59+05:30
txn_001055,2026-06-19T08:53:16.748457+05:30,cust_0332,UPI,1264.96,ben_47625429,2025-10-01T23:59:59+05:30
txn_001056,2026-06-19T08:53:35.825899+05:30,cust_0480,NEFT,184981.03,ben_73173946,2026-02-02T23:59:59+05:30
txn_001057,2026-06-19T09:01:51.394113+05:30,cust_0348,IMPS,176329.84,ben_63250313,2025-12-05T23:59:59+05:30
txn_001058,2026-06-19T09:17:38.049889+05:30,cust_0215,IMPS,99392.58,ben_46488499,2025-05-22T23:59:59+05:30
txn_001059,2026-06-19T09:21:25.234367+05:30,cust_0288,IMPS,106274.31,ben_33356230,2025-08-29T23:59:59+05:30
txn_001060,2026-06-19T09:24:37.707145+05:30,cust_0265,UPI,2622.51,ben_08277056,2025-11-11T23:59:59+05:30
txn_001061,2026-06-19T09:26:20.147791+05:30,cust_0098,IMPS,43008.37,ben_07266292,2026-04-28T23:59:59+05:30
txn_001062,2026-06-19T09:28:41.169354+05:30,cust_0083,UPI,4531.84,ben_18299874,2026-03-05T23:59:59+05:30
txn_001063,2026-06-19T09:56:16.100654+05:30,cust_0457,IMPS,23816.78,ben_25492036,2025-06-01T23:59:59+05:30
txn_001064,2026-06-19T10:07:40.189632+05:30,cust_0158,UPI,2270.94,ben_52036089,2025-05-18T23:59:59+05:30
txn_001065,2026-06-19T10:23:05.511879+05:30,cust_0068,UPI,2784.11,ben_05661863,2025-09-01T23:59:59+05:30
txn_001066,2026-06-19T10:31:19.476939+05:30,cust_0430,IMPS,191135.17,ben_56590705,2026-02-10T23:59:59+05:30
txn_001067,2026-06-19T10:35:20.220597+05:30,cust_0485,IMPS,182429.74,ben_22529644,2026-05-03T23:59:59+05:30
txn_001068,2026-06-19T10:53:36.485502+05:30,cust_0338,UPI,3135.12,ben_54717989,2026-01-19T23:59:59+05:30
txn_001069,2026-06-19T11:05:48.234751+05:30,cust_0291,UPI,1883.45,ben_02816409,2026-04-21T23:59:59+05:30
txn_001070,2026-06-19T11:07:19.401520+05:30,cust_0449,NEFT,360482.57,ben_48753119,2025-11-02T23:59:59+05:30
txn_001071,2026-06-19T11:20:25.128507+05:30,cust_0059,UPI,2069.59,ben_41283337,2026-01-09T23:59:59+05:30
txn_001072,2026-06-19T11:20:26.698858+05:30,cust_0302,UPI,4485.43,ben_53400127,2026-04-08T23:59:59+05:30
txn_001073,2026-06-19T11:28:48.503882+05:30,cust_0023,UPI,1272.98,ben_16583737,2025-10-24T23:59:59+05:30
txn_001074,2026-06-19T11:30:50.998863+05:30,cust_0452,UPI,1209.44,ben_54164879,2026-03-29T23:59:59+05:30
txn_001075,2026-06-19T11:31:15.153784+05:30,cust_0313,UPI,930.02,ben_76380207,2026-04-13T23:59:59+05:30
txn_001076,2026-06-19T11:32:19.232625+05:30,cust_0244,IMPS,61906.95,ben_10248085,2025-11-07T23:59:59+05:30
txn_001077,2026-06-19T11:38:21.500463+05:30,cust_0465,UPI,1544.79,ben_18569050,2025-12-24T23:59:59+05:30
txn_001078,2026-06-19T11:46:56.694241+05:30,cust_0083,UPI,214.94,ben_78509025,2025-11-30T23:59:59+05:30
