event_id,ts,customer_id,event_type,src_country,device_id,bytes_out,key_exchange,success
evt_000900,2026-06-16T13:30:04.067363+05:30,cust_0302,tls_session,IN,dev_EFB1718D,5622,ECDHE-P256,True
evt_000901,2026-06-16T13:44:20.816089+05:30,cust_0309,tls_session,IN,dev_95785A75,3742,RSA-2048,True
evt_000902,2026-06-16T13:48:01.576153+05:30,cust_0217,login,IN,dev_91B10B39,496,ECDHE-P256,True
evt_000903,2026-06-16T13:50:32.303262+05:30,cust_0300,login,IN,dev_EB6E0708,214,ECDHE-P256,True
evt_000904,2026-06-16T13:50:41.529142+05:30,sys_034,tls_session,IN,dev_sys_034,48194,RSA-1024,True
evt_000905,2026-06-16T13:55:06.598227+05:30,cust_0286,tls_session,IN,dev_4BA436ED,5772,ECDHE-P256,True
evt_000906,2026-06-16T14:02:23.247884+05:30,cust_0203,vpn,IN,dev_8A5323EB,358,RSA-1024,True
evt_000907,2026-06-16T14:03:31.324391+05:30,cust_0463,vpn,IN,dev_ED1E913F,386,ECDHE-P256,True
evt_000908,2026-06-16T14:11:03.851043+05:30,cust_0247,login,CN,dev_9F199FE7,316,RSA-1024,True
evt_000909,2026-06-16T14:23:01.402586+05:30,cust_0256,login,GB,dev_0312F05C,175,RSA-2048,True
evt_000910,2026-06-16T14:32:00.945812+05:30,cust_0251,login,IN,dev_4794642D,331,ECDHE-P256,True
evt_000911,2026-06-16T14:35:58.187531+05:30,cust_0240,tls_session,IN,dev_E22C5923,14916,ECDH-P384,True
evt_000912,2026-06-16T14:35:59.400750+05:30,cust_0265,vpn,IN,dev_D643568E,388,ECDH-P384,True
evt_000913,2026-06-16T14:36:50.451011+05:30,cust_0364,login,IN,dev_90955C62,350,ECDH-P384,True
evt_000914,2026-06-16T14:39:17.468038+05:30,cust_0141,tls_session,IN,dev_4D33933F,942,RSA-2048,True
evt_000915,2026-06-16T14:50:31.694810+05:30,cust_0324,login,IN,dev_0CA0C6E7,391,ECDHE-P256,True
evt_000916,2026-06-16T14:54:29.700392+05:30,sys_014,tls_session,IN,dev_sys_014,55310,RSA-2048,True
evt_000917,2026-06-16T15:04:08.957437+05:30,cust_0259,login,IN,dev_014BB0AC,137,ECDHE-P256,True
evt_000918,2026-06-16T15:07:10.064232+05:30,cust_0481,tls_session,IN,dev_8F9B49AB,3392,ECDHE-P256,True
evt_000919,2026-06-16T15:09:24.184515+05:30,cust_0294,login,IN,dev_82509326,523,RSA-2048,True
evt_000920,2026-06-16T15:11:56.116155+05:30,cust_0377,file_transfer,IN,dev_2DE81170,8892,ECDHE-P256,True
evt_000921,2026-06-16T15:16:20.443340+05:30,sys_019,vpn,IN,dev_sys_019,38459,RSA-2048,True
evt_000922,2026-06-16T15:19:25.604279+05:30,sys_021,vpn,IN,dev_sys_021,56107,ECDHE-P256,True
evt_000923,2026-06-16T15:20:21.867059+05:30,sys_030,file_transfer,IN,dev_sys_030,83405,ECDHE-P256,True
evt_000924,2026-06-16T15:22:40.489099+05:30,cust_0008,file_transfer,IN,dev_DBDDE131,21346,RSA-2048,True
evt_000925,2026-06-16T15:22:50.483563+05:30,cust_0026,tls_session,IN,dev_297C79BF,65669,ECDHE-P256,True
evt_000926,2026-06-16T15:26:09.000586+05:30,cust_0235,vpn,IN,dev_46E5CB4E,1089,ECDH-P384,True
evt_000927,2026-06-16T15:26:13.777435+05:30,cust_0235,login,IN,dev_6C72FF1D,389,ECDHE-P256,True
evt_000928,2026-06-16T15:38:11.269300+05:30,cust_0119,vpn,IN,dev_F0CD5B65,95,ECDH-P384,True
evt_000929,2026-06-16T15:47:45.138841+05:30,sys_025,tls_session,IN,dev_sys_025,55340,RSA-2048,True
evt_000930,2026-06-16T15:49:36.143133+05:30,cust_0289,tls_session,IN,dev_500879D3,8718,RSA-1024,True
evt_000931,2026-06-16T15:51:23.212175+05:30,cust_0080,vpn,IN,dev_1E4DE1E9,183,ECDH-P384,True
evt_000932,2026-06-16T15:58:10.648954+05:30,cust_0246,file_transfer,IN,dev_B9E26EDE,1249,RSA-2048,True
evt_000933,2026-06-16T15:58:35.635777+05:30,cust_0100,login,IN,dev_BE5924A3,369,ECDHE-P256,True
evt_000934,2026-06-16T15:58:43.791167+05:30,sys_031,file_transfer,IN,dev_sys_031,21669,ECDH-P384,True
evt_000935,2026-06-16T16:17:06.160673+05:30,cust_0232,vpn,IN,dev_15F29BD0,664,RSA-1024,True
evt_000936,2026-06-16T16:17:18.353901+05:30,cust_0489,tls_session,IN,dev_F83E00CD,5506,ECDHE-P256,True
evt_000937,2026-06-16T16:17:55.197575+05:30,cust_0026,vpn,IN,dev_BDABE898,378,ECDHE-P256,True
evt_000938,2026-06-16T16:19:11.585125+05:30,sys_027,file_transfer,IN,dev_sys_027,22712,ECDH-P384,True
evt_000939,2026-06-16T16:19:56.765463+05:30,cust_0153,login,IN,dev_A7525DC2,465,ECDHE-P256,True
evt_000940,2026-06-16T16:22:41.945310+05:30,cust_0167,tls_session,CN,dev_D88DB8C6,24694,ECDHE-P256,True
evt_000941,2026-06-16T16:37:24.939218+05:30,sys_011,tls_session,IN,dev_sys_011,60349,ECDH-P384,True
evt_000942,2026-06-16T16:37:49.301510+05:30,cust_0133,file_transfer,IN,dev_58290C15,24515,ECDH-P384,True
evt_000943,2026-06-16T16:47:57.732375+05:30,cust_0273,tls_session,IN,dev_8AD5AF4E,599,ML-KEM-768,True
evt_000944,2026-06-16T16:52:24.505216+05:30,cust_0160,login,IN,dev_C618F4BC,435,ECDHE-P256,True
evt_000945,2026-06-16T16:53:37.720901+05:30,cust_0134,login,NG,dev_DCBE86E9,583,ECDH-P384,True
evt_000946,2026-06-16T16:54:55.467222+05:30,cust_0188,file_transfer,IN,dev_31CF81B7,12193,ECDHE-P256,True
evt_000947,2026-06-16T17:01:50.774616+05:30,cust_0107,file_transfer,IN,dev_06F247E0,9288,TLS1.0-RSA,True
evt_000948,2026-06-16T17:13:54.627792+05:30,sys_004,tls_session,IN,dev_sys_004,73030,RSA-2048,True
evt_000949,2026-06-16T17:19:14.346583+05:30,cust_0189,vpn,IN,dev_5D3BED35,479,RSA-2048,True
evt_000950,2026-06-16T17:25:14.360540+05:30,sys_011,tls_session,IN,dev_sys_011,51374,RSA-2048,True
evt_000951,2026-06-16T17:32:09.033100+05:30,cust_0350,login,IN,dev_3C060DB7,529,ECDH-P384,True
evt_000952,2026-06-16T17:32:59.497584+05:30,sys_021,tls_session,IN,dev_sys_021,40819,ECDHE-P256,True
evt_000953,2026-06-16T17:35:46.764787+05:30,cust_0313,login,IN,dev_B2928733,483,ECDH-P384,True
evt_000954,2026-06-16T17:38:04.699773+05:30,cust_0284,tls_session,IN,dev_5F3DF976,9057,RSA-2048,True
evt_000955,2026-06-16T17:43:45.066787+05:30,sys_014,file_transfer,IN,dev_sys_014,65384,ECDH-P384,True
evt_000956,2026-06-16T18:00:24.580323+05:30,sys_024,file_transfer,IN,dev_sys_024,76202,ECDH-P384,True
evt_000957,2026-06-16T18:02:38.784500+05:30,cust_0384,file_transfer,CN,dev_F3E19D67,24893,ECDH-P384,True
evt_000958,2026-06-16T18:16:24.857641+05:30,cust_0328,vpn,IN,dev_5799E68F,766,RSA-2048,True
evt_000959,2026-06-16T18:23:42.405856+05:30,cust_0084,file_transfer,IN,dev_BCADD49C,6696,ECDH-P384,True
evt_000960,2026-06-16T18:32:50.245861+05:30,cust_0002,tls_session,IN,dev_BB81E3C2,6052,RSA-1024,True
evt_000961,2026-06-16T18:44:00.333802+05:30,cust_0375,login,IN,dev_A9BD1C76,367,ECDHE-P256,True
evt_000962,2026-06-16T18:45:32.594863+05:30,cust_0186,tls_session,IN,dev_E98BE0C5,13368,ECDH-P384,True
evt_000963,2026-06-16T18:50:54.198029+05:30,cust_0173,vpn,IN,dev_DF1BC5E3,508,RSA-1024,True
evt_000964,2026-06-16T18:52:35.025388+05:30,cust_0321,tls_session,IN,dev_F8550359,25489,ML-KEM-768,True
evt_000965,2026-06-16T18:53:02.414855+05:30,cust_0198,file_transfer,IN,dev_4D9AE464,18273,RSA-2048,True
evt_000966,2026-06-16T18:54:22.218384+05:30,sys_008,tls_session,IN,dev_sys_008,44277,RSA-2048,True
evt_000967,2026-06-16T18:55:15.445748+05:30,cust_0011,tls_session,IN,dev_12DA86A7,3231,TLS1.0-RSA,True
evt_000968,2026-06-16T18:56:06.665467+05:30,cust_0198,login,IN,dev_4D9AE464,350,ECDH-P384,True
evt_000969,2026-06-16T18:57:22.560698+05:30,cust_0278,login,IN,dev_D2F94497,852,RSA-2048,True
evt_000970,2026-06-16T19:00:58.145029+05:30,cust_0071,vpn,IN,dev_B92CE834,204,ECDHE-P256,True
evt_000971,2026-06-16T19:02:24.949272+05:30,cust_0450,tls_session,IN,dev_80818FC1,7959,ECDH-P384,True
evt_000972,2026-06-16T19:04:02.356052+05:30,cust_0262,login,IN,dev_6BE4749D,206,RSA-2048,True
evt_000973,2026-06-16T19:08:22.031926+05:30,cust_0011,login,IN,dev_12DA86A7,511,ECDH-P384,True
evt_000974,2026-06-16T19:37:17.234498+05:30,sys_020,file_transfer,IN,dev_sys_020,31150,ECDHE-P256,True
evt_000975,2026-06-16T19:40:24.733081+05:30,sys_040,file_transfer,IN,dev_sys_040,70198,RSA-2048,True
evt_000976,2026-06-16T19:43:24.253159+05:30,cust_0083,tls_session,IN,dev_97AA7947,7543,RSA-2048,True
evt_000977,2026-06-16T19:44:25.073017+05:30,cust_0134,tls_session,IN,dev_F4507898,11293,ECDH-P384,True
evt_000978,2026-06-16T19:45:12.225230+05:30,cust_0304,login,IN,dev_2E3E3211,469,ML-KEM-768,True
evt_000979,2026-06-16T20:03:11.774789+05:30,cust_0271,file_transfer,IN,dev_987E7BE2,4625,ECDH-P384,True
evt_000980,2026-06-16T20:09:50.390616+05:30,cust_0363,tls_session,SG,dev_F5E556F5,3162,ML-KEM-768,True
evt_000981,2026-06-16T20:12:04.987641+05:30,cust_0175,login,IN,dev_5DF4AF98,403,ECDH-P384,True
evt_000982,2026-06-16T20:13:20.832428+05:30,cust_0425,login,IN,dev_5888F475,369,ECDHE-P256,True
evt_000983,2026-06-16T20:18:09.800131+05:30,cust_0196,file_transfer,IN,dev_C7C3AF25,16202,ECDHE-P256,True
evt_000984,2026-06-16T20:18:22.033380+05:30,cust_0262,tls_session,AE,dev_6BE4749D,4495,ECDH-P384,True
evt_000985,2026-06-16T20:20:52.856657+05:30,cust_0495,login,IN,dev_FFB6CE6E,420,ECDHE-P256,True
evt_000986,2026-06-16T20:30:50.561846+05:30,cust_0136,vpn,IN,dev_7FB95593,376,ECDHE-P256,True
evt_000987,2026-06-16T20:38:03.792615+05:30,sys_039,vpn,IN,dev_sys_039,54538,ECDH-P384,True
evt_000988,2026-06-16T20:44:54.946403+05:30,cust_0417,vpn,IN,dev_6A146A17,366,ECDH-P384,True
evt_000989,2026-06-16T20:48:35.121986+05:30,sys_037,tls_session,IN,dev_sys_037,65147,ECDH-P384,True
evt_000990,2026-06-16T20:48:51.343617+05:30,sys_027,vpn,IN,dev_sys_027,36957,RSA-1024,True
evt_000991,2026-06-16T20:52:51.988818+05:30,cust_0453,login,IN,dev_98B3AE2E,349,ECDHE-P256,True
evt_000992,2026-06-16T21:04:15.697656+05:30,cust_0349,vpn,IN,dev_98D7929D,614,ECDHE-P256,True
evt_000993,2026-06-16T21:07:48.411373+05:30,cust_0343,tls_session,IN,dev_B03323F7,4413,ECDH-P384,True
evt_000994,2026-06-16T21:12:51.181442+05:30,cust_0166,vpn,CN,dev_CB3D48F7,545,ECDHE-P256,True
evt_000995,2026-06-16T21:15:42.345152+05:30,sys_036,tls_session,IN,dev_sys_036,72411,ECDHE-P256,True
evt_000996,2026-06-16T21:23:25.497064+05:30,sys_017,tls_session,IN,dev_sys_017,22332,ECDHE-P256,True
evt_000997,2026-06-16T21:26:06.027418+05:30,cust_0026,file_transfer,IN,dev_297C79BF,2406,ECDHE-P256,True
evt_000998,2026-06-16T21:38:14.953487+05:30,cust_0248,tls_session,IN,dev_2BFD8F3B,8713,RSA-1024,True
evt_000999,2026-06-16T21:38:38.101684+05:30,cust_0432,login,IN,dev_0BECAE58,381,TLS1.0-RSA,True
evt_001000,2026-06-16T21:46:15.683495+05:30,cust_0329,tls_session,IN,dev_D4F0CD29,3072,ECDHE-P256,True
evt_001001,2026-06-16T21:59:57.777907+05:30,cust_0209,file_transfer,IN,dev_480AC5C5,2725,ECDH-P384,True
evt_001002,2026-06-16T22:01:39.296797+05:30,cust_0042,login,IN,dev_BB1C863E,175,TLS1.0-RSA,True
evt_001003,2026-06-16T22:03:10.652142+05:30,cust_0318,login,IN,dev_69DF596E,586,ECDHE-P256,True
evt_001004,2026-06-16T22:20:13.546956+05:30,cust_0291,login,IN,dev_D4F6E2BC,411,ML-KEM-768,True
evt_001005,2026-06-16T22:36:40.464272+05:30,sys_023,tls_session,IN,dev_sys_023,15925,RSA-2048,True
evt_001006,2026-06-16T22:36:58.402242+05:30,cust_0016,login,IN,dev_6BD2AA39,439,RSA-2048,True
evt_001007,2026-06-16T22:39:05.723517+05:30,cust_0439,tls_session,IN,dev_A400C2AB,5848,ECDHE-P256,True
evt_001008,2026-06-16T22:49:15.639650+05:30,sys_021,tls_session,IN,dev_sys_021,77319,RSA-2048,True
evt_001009,2026-06-16T22:52:13.068642+05:30,sys_007,tls_session,IN,dev_sys_007,75033,RSA-2048,True
evt_001010,2026-06-16T22:56:17.962942+05:30,cust_0342,vpn,IN,dev_0B34CD51,123,ECDHE-P256,True
evt_001011,2026-06-16T23:04:50.436377+05:30,cust_0289,vpn,IN,dev_500879D3,545,RSA-2048,True
evt_001012,2026-06-16T23:09:56.991632+05:30,cust_0043,vpn,IN,dev_2667A408,612,ECDHE-P256,True
evt_001013,2026-06-16T23:24:50.869467+05:30,cust_0371,login,IN,dev_F49FDAE0,213,TLS1.0-RSA,True
evt_001014,2026-06-16T23:33:36.385209+05:30,sys_021,tls_session,IN,dev_sys_021,46893,RSA-2048,True
evt_001015,2026-06-16T23:37:21.502384+05:30,cust_0115,tls_session,IN,dev_DBE234C2,4666,ECDH-P384,True
evt_001016,2026-06-16T23:50:32.246896+05:30,cust_0208,tls_session,IN,dev_299A03AA,23660,ECDHE-P256,True
evt_001017,2026-06-16T23:52:24.513256+05:30,sys_017,file_transfer,IN,dev_sys_017,19708,RSA-2048,True
evt_001018,2026-06-16T23:52:48.466228+05:30,cust_0413,login,IN,dev_F584ABC2,306,ML-KEM-768,True
evt_001019,2026-06-16T23:53:57.339174+05:30,sys_022,tls_session,IN,dev_sys_022,37668,ML-KEM-768,True
evt_001020,2026-06-16T23:59:21.331106+05:30,cust_0138,vpn,IN,dev_E4A52FA5,420,ECDH-P384,True
evt_001021,2026-06-17T00:01:37.669456+05:30,cust_0352,login,IN,dev_60C691EF,222,RSA-2048,True
evt_001022,2026-06-17T00:05:50.337122+05:30,cust_0341,login,IN,dev_FBCC2996,310,ECDH-P384,True
evt_001023,2026-06-17T00:06:27.714362+05:30,cust_0231,login,IN,dev_7143C50F,449,RSA-2048,True
evt_001024,2026-06-17T00:08:19.088213+05:30,cust_0184,tls_session,IN,dev_6B1637DA,12352,RSA-2048,True
evt_001025,2026-06-17T00:08:44.718138+05:30,cust_0463,file_transfer,SG,dev_EB1B8DA9,1244,ECDHE-P256,True
evt_001026,2026-06-17T00:11:22.948656+05:30,cust_0482,tls_session,IN,dev_A66E8327,9352,ECDHE-P256,True
evt_001027,2026-06-17T00:17:18.365562+05:30,cust_0452,login,IN,dev_5E186D50,382,ECDH-P384,False
evt_001028,2026-06-17T00:21:03.620030+05:30,cust_0301,login,IN,dev_18F606C3,330,ECDH-P384,True
evt_001029,2026-06-17T00:28:40.824981+05:30,cust_0416,login,IN,dev_224933F7,247,ECDH-P384,True
evt_001030,2026-06-17T00:33:17.407456+05:30,sys_004,tls_session,IN,dev_sys_004,69056,ECDH-P384,True
evt_001031,2026-06-17T00:42:05.834394+05:30,sys_016,vpn,IN,dev_sys_016,36664,ECDH-P384,True
evt_001032,2026-06-17T00:44:19.591997+05:30,sys_026,file_transfer,IN,dev_sys_026,24307,ECDH-P384,True
evt_001033,2026-06-17T00:52:33.413010+05:30,cust_0385,tls_session,IN,dev_6C1D4C5C,11235,ECDH-P384,True
evt_001034,2026-06-17T00:55:22.512255+05:30,sys_014,vpn,IN,dev_sys_014,71261,ECDHE-P256,True
evt_001035,2026-06-17T00:59:08.437024+05:30,cust_0442,login,IN,dev_97C0FCB3,297,ECDH-P384,True
evt_001036,2026-06-17T01:16:30.178345+05:30,cust_0442,login,IN,dev_C9D27D8F,269,ECDHE-P256,True
evt_001037,2026-06-17T01:22:03.364176+05:30,cust_0281,login,IN,dev_629E4FD0,347,RSA-2048,True
evt_001038,2026-06-17T01:23:44.142346+05:30,cust_0353,tls_session,IN,dev_F624D3F0,11479,RSA-2048,True
evt_001039,2026-06-17T01:25:35.920563+05:30,sys_033,tls_session,IN,dev_sys_033,37323,ECDH-P384,True
evt_001040,2026-06-17T01:35:23.743909+05:30,cust_0315,vpn,IN,dev_A6DD6EE0,97,ECDHE-P256,True
evt_001041,2026-06-17T01:36:59.922089+05:30,cust_0389,login,IN,dev_A472488F,1913,ECDH-P384,True
evt_001042,2026-06-17T01:40:40.214247+05:30,cust_0016,file_transfer,IN,dev_6BD2AA39,2043,RSA-2048,True
evt_001043,2026-06-17T01:53:15.026622+05:30,cust_0293,vpn,IN,dev_9965F03B,619,ECDHE-P256,True
evt_001044,2026-06-17T02:11:39.745174+05:30,cust_0061,tls_session,IN,dev_A83BDCEC,10631,ECDHE-P256,True
evt_001045,2026-06-17T02:25:38.766684+05:30,cust_0362,tls_session,IN,dev_284D9A10,13673,ECDH-P384,True
evt_001046,2026-06-17T02:30:25.393611+05:30,cust_0326,file_transfer,IN,dev_64C617EA,13246,RSA-1024,True
evt_001047,2026-06-17T02:33:42.114769+05:30,cust_0237,login,IN,dev_720D64B9,476,ECDHE-P256,True
evt_001048,2026-06-17T02:34:54.295469+05:30,cust_0236,login,IN,dev_795572DF,1347,ML-KEM-768,True
evt_001049,2026-06-17T02:57:36.168746+05:30,sys_011,tls_session,IN,dev_sys_011,48792,ECDH-P384,True
evt_001050,2026-06-17T03:00:21.390759+05:30,sys_019,tls_session,IN,dev_sys_019,36503,ECDH-P384,True
evt_001051,2026-06-17T03:02:58.286794+05:30,sys_015,tls_session,IN,dev_sys_015,85204,ECDH-P384,True
evt_001052,2026-06-17T03:03:43.564982+05:30,cust_0348,tls_session,IN,dev_03C7C335,28786,ECDHE-P256,True
evt_001053,2026-06-17T03:09:29.507877+05:30,cust_0354,vpn,IN,dev_BD0B6369,690,RSA-2048,True
evt_001054,2026-06-17T03:15:45.406906+05:30,cust_0124,tls_session,RU,dev_672B8301,762,ECDH-P384,True
evt_001055,2026-06-17T03:16:07.206246+05:30,cust_0165,tls_session,IN,dev_35F132F4,1713,ECDH-P384,True
evt_001056,2026-06-17T03:25:27.744199+05:30,cust_0380,vpn,IN,dev_8C29ED68,242,ECDH-P384,True
evt_001057,2026-06-17T03:25:59.663943+05:30,cust_0285,file_transfer,CN,dev_8AB18431,2053,ECDHE-P256,True
evt_001058,2026-06-17T03:31:10.480002+05:30,cust_0264,login,IN,dev_58408851,247,ECDHE-P256,True
evt_001059,2026-06-17T03:32:09.057455+05:30,cust_0459,login,SG,dev_6FCE73C4,303,ECDHE-P256,True
evt_001060,2026-06-17T03:35:20.012675+05:30,cust_0381,login,IN,dev_BDFF5DBC,379,RSA-2048,True
evt_001061,2026-06-17T03:42:59.888431+05:30,cust_0442,login,IN,dev_97C0FCB3,420,ECDHE-P256,True
evt_001062,2026-06-17T03:44:10.776704+05:30,cust_0250,file_transfer,IN,dev_49BFDA53,30596,RSA-2048,True
evt_001063,2026-06-17T03:48:01.824423+05:30,sys_025,file_transfer,IN,dev_sys_025,55131,ECDHE-P256,True
evt_001064,2026-06-17T03:48:32.186839+05:30,cust_0093,vpn,NG,dev_C09DC275,285,ECDHE-P256,True
evt_001065,2026-06-17T03:51:35.473692+05:30,cust_0369,login,IN,dev_0BF431BB,466,ECDH-P384,True
evt_001066,2026-06-17T04:04:44.192753+05:30,cust_0339,tls_session,IN,dev_97FE4941,9891,ECDH-P384,True
evt_001067,2026-06-17T04:18:23.657114+05:30,cust_0449,tls_session,IN,dev_CCCFB9A2,11365,ECDHE-P256,True
evt_001068,2026-06-17T04:29:34.845320+05:30,cust_0332,tls_session,IN,dev_5F032DD9,3511,ECDHE-P256,True
evt_001069,2026-06-17T04:33:11.392811+05:30,cust_0332,vpn,IN,dev_5F032DD9,385,ML-KEM-768,True
evt_001070,2026-06-17T04:35:27.486139+05:30,sys_037,file_transfer,IN,dev_sys_037,66340,ECDH-P384,True
evt_001071,2026-06-17T04:35:37.371578+05:30,sys_028,tls_session,IN,dev_sys_028,82788,ECDHE-P256,True
evt_001072,2026-06-17T04:38:31.315122+05:30,cust_0029,file_transfer,IN,dev_75250DEF,2973,ECDHE-P256,True
evt_001073,2026-06-17T04:40:16.203430+05:30,cust_0376,file_transfer,IN,dev_F3EA5952,2833,ECDHE-P256,True
evt_001074,2026-06-17T04:40:59.482372+05:30,cust_0366,login,IN,dev_1393D407,520,ML-KEM-768,True
evt_001075,2026-06-17T04:41:58.465951+05:30,cust_0312,tls_session,IN,dev_1676E7C6,14088,ECDHE-P256,True
evt_001076,2026-06-17T04:44:59.684082+05:30,cust_0388,tls_session,IN,dev_E5590513,41597,ECDHE-P256,True
evt_001077,2026-06-17T04:45:31.530293+05:30,cust_0308,tls_session,IN,dev_E1F7077E,17341,ECDH-P384,True
evt_001078,2026-06-17T04:48:03.325312+05:30,cust_0062,file_transfer,IN,dev_A5FFB82D,28445,ECDHE-P256,True
evt_001079,2026-06-17T04:48:33.062964+05:30,cust_0044,login,IN,dev_D3FE22A4,270,RSA-2048,True
evt_001080,2026-06-17T04:53:50.410698+05:30,cust_0034,tls_session,IN,dev_4C6428DA,9096,RSA-2048,True
evt_001081,2026-06-17T04:56:59.567236+05:30,cust_0384,tls_session,IN,dev_DC0B7988,8128,RSA-2048,True
evt_001082,2026-06-17T05:08:10.935048+05:30,cust_0193,tls_session,IN,dev_4F6FC677,5235,RSA-2048,True
evt_001083,2026-06-17T05:15:16.082018+05:30,sys_031,vpn,IN,dev_sys_031,29409,RSA-1024,True
evt_001084,2026-06-17T05:19:52.966467+05:30,cust_0320,file_transfer,IN,dev_23ADE586,2701,ECDH-P384,True
evt_001085,2026-06-17T05:24:40.245802+05:30,cust_0279,login,IN,dev_AEE8A565,568,ECDH-P384,True
evt_001086,2026-06-17T05:25:53.829941+05:30,cust_0028,vpn,IN,dev_F2144927,455,RSA-1024,True
evt_001087,2026-06-17T05:46:08.933837+05:30,cust_0327,vpn,IN,dev_AA76177C,463,ECDH-P384,True
evt_001088,2026-06-17T05:46:40.344151+05:30,cust_0040,login,IN,dev_2C083EB8,316,ECDH-P384,True
evt_001089,2026-06-17T05:47:20.061254+05:30,cust_0061,login,IN,dev_196161A9,234,ECDH-P384,True
evt_001090,2026-06-17T05:49:41.362475+05:30,cust_0022,login,IN,dev_2F01B721,430,ML-KEM-768,True
evt_001091,2026-06-17T05:49:58.897307+05:30,cust_0297,tls_session,IN,dev_7FC381AE,3707,ECDHE-P256,True
evt_001092,2026-06-17T05:54:45.755420+05:30,cust_0453,tls_session,IN,dev_98B3AE2E,13495,TLS1.0-RSA,True
evt_001093,2026-06-17T05:58:32.062127+05:30,cust_0160,tls_session,IN,dev_84682200,13433,ECDHE-P256,True
evt_001094,2026-06-17T06:00:01.160727+05:30,cust_0366,tls_session,IN,dev_07DC4B97,13723,ECDH-P384,True
evt_001095,2026-06-17T06:00:21.058347+05:30,cust_0039,file_transfer,IN,dev_1B429AD5,8754,ECDH-P384,True
evt_001096,2026-06-17T06:00:49.591112+05:30,cust_0162,login,IN,dev_1A3885CC,748,ECDHE-P256,False
evt_001097,2026-06-17T06:03:17.353218+05:30,sys_026,tls_session,IN,dev_sys_026,29211,ECDHE-P256,True
evt_001098,2026-06-17T06:03:42.365006+05:30,cust_0216,login,CN,dev_AF126404,237,ECDH-P384,True
evt_001099,2026-06-17T06:08:38.308090+05:30,cust_0332,file_transfer,IN,dev_5F032DD9,10003,ECDH-P384,True
evt_001100,2026-06-17T06:12:13.659231+05:30,cust_0189,tls_session,IN,dev_5D3BED35,8373,ECDHE-P256,True
evt_001101,2026-06-17T06:16:00.345779+05:30,cust_0325,file_transfer,IN,dev_F3583AC4,8207,RSA-2048,True
evt_001102,2026-06-17T06:18:09.747916+05:30,cust_0085,tls_session,IN,dev_1266F6A9,7649,ECDH-P384,True
evt_001103,2026-06-17T06:34:02.663558+05:30,cust_0061,file_transfer,IN,dev_196161A9,16018,ECDH-P384,True
evt_001104,2026-06-17T06:44:40.717679+05:30,cust_0454,login,IN,dev_98E82FBB,431,ECDHE-P256,True
evt_001105,2026-06-17T06:45:08.859267+05:30,cust_0064,vpn,IN,dev_E24BCA87,274,ECDH-P384,True
evt_001106,2026-06-17T06:45:27.649176+05:30,cust_0305,tls_session,IN,dev_3D70ECED,16201,ECDH-P384,True
evt_001107,2026-06-17T06:46:00.797989+05:30,sys_019,tls_session,IN,dev_sys_019,41507,ECDH-P384,True
evt_001108,2026-06-17T06:48:25.243363+05:30,cust_0366,tls_session,IN,dev_C3F53739,3655,RSA-2048,True
evt_001109,2026-06-17T06:57:20.819547+05:30,cust_0380,file_transfer,GB,dev_0D885242,12484,TLS1.0-RSA,True
evt_001110,2026-06-17T07:18:35.947609+05:30,cust_0208,vpn,IN,dev_14F4EAED,816,ECDHE-P256,True
evt_001111,2026-06-17T07:23:07.599803+05:30,sys_026,tls_session,IN,dev_sys_026,25671,RSA-2048,True
evt_001112,2026-06-17T07:25:56.544638+05:30,cust_0352,file_transfer,NG,dev_0B5CB03D,23785,RSA-2048,True
evt_001113,2026-06-17T07:29:00.524314+05:30,sys_021,file_transfer,IN,dev_sys_021,57885,ECDH-P384,True
evt_001114,2026-06-17T07:36:09.063956+05:30,cust_0212,login,IN,dev_29AE140F,353,ML-KEM-768,True
evt_001115,2026-06-17T07:40:04.942737+05:30,cust_0208,login,IN,dev_C056AAFF,508,RSA-2048,True
evt_001116,2026-06-17T07:54:23.710969+05:30,cust_0431,tls_session,IN,dev_AA312BED,9279,ECDH-P384,True
evt_001117,2026-06-17T07:55:58.733836+05:30,cust_0035,file_transfer,IN,dev_7D1AFCC4,15450,ECDH-P384,True
evt_001118,2026-06-17T08:08:28.160847+05:30,sys_015,file_transfer,IN,dev_sys_015,72912,RSA-2048,True
evt_001119,2026-06-17T08:08:37.700513+05:30,cust_0268,login,IN,dev_AEF485A9,614,ECDHE-P256,True
evt_001120,2026-06-17T08:10:30.244991+05:30,cust_0017,file_transfer,IN,dev_29A27976,15543,ECDHE-P256,True
evt_001121,2026-06-17T08:17:25.892817+05:30,cust_0070,login,IN,dev_8BCB1C16,434,RSA-2048,True
evt_001122,2026-06-17T08:25:41.840133+05:30,cust_0154,login,IN,dev_F03BE771,202,ECDHE-P256,True
evt_001123,2026-06-17T08:30:34.007561+05:30,cust_0078,file_transfer,IN,dev_C354FA70,15293,ECDHE-P256,True
evt_001124,2026-06-17T08:33:31.830097+05:30,cust_0197,vpn,IN,dev_818C0874,332,RSA-1024,True
evt_001125,2026-06-17T08:41:22.582534+05:30,cust_0223,file_transfer,IN,dev_D09ECA13,11716,ECDH-P384,True
evt_001126,2026-06-17T08:48:35.910453+05:30,cust_0015,login,IN,dev_828BCA03,262,ECDH-P384,True
evt_001127,2026-06-17T08:48:39.908352+05:30,cust_0382,login,IN,dev_5C6B660B,241,RSA-2048,True
